collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,country,state,latdec,lngdec,paleolatdec,paleolngdec,epoch,stage,10_my_bin,FR2_bin,ma_max,ma_mid,formation,member
18284,Fossilworks,"J. Alroy",,Ambystoma,"n. sp.",minshalli,,,,,25657,1963,"United States",Nebraska,42.783333,-100.033333,43.33,-96.75,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Cornell Dam"
18284,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,25657,1963,"United States",Nebraska,42.783333,-100.033333,43.33,-96.75,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Cornell Dam"
18303,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,1717,1977,"United States","South Dakota",43.533333,-99.133333,44.07,-95.82,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,"Fort Randall","""rock rose"" zone"
18397,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,6331,1985,"United States","South Dakota",43.1,-98.3,43.62,-94.99,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,"Fort Randall",
18442,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,3503,1990,"United States",Nebraska,42.8,-100.8,43.36,-97.52,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Valentine,"Crookston Bridge"
18450,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,3676,1968,"United States",Kansas,39.821,-99.7513,40.27,-97.17,Miocene,Serravallian,"Cenozoic 5","Middle Miocene",11.8,11.8,Ogallala,
18450,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3676,1968,"United States",Kansas,39.821,-99.7513,40.27,-97.17,Miocene,Serravallian,"Cenozoic 5","Middle Miocene",11.8,11.8,Ogallala,
18450,Fossilworks,"J. Alroy",,Ambystoma,,maculatum,,,,,3676,1968,"United States",Kansas,39.821,-99.7513,40.27,-97.17,Miocene,Serravallian,"Cenozoic 5","Middle Miocene",11.8,11.8,Ogallala,
18538,Fossilworks,"J. Alroy",,Batrachosauroides,,dissimulans,,,,,1145,1991,"United States",Florida,30.5,-84.5,30.82,-81.42,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Torreya,Dogtown
18541,Fossilworks,"J. Alroy",,Siren,"n. sp.",simpsoni,,,,,3633,1991,"United States",Florida,29.8,-82.1,29.99,-80.21,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.5,10.45,,
18541,Fossilworks,"J. Alroy",,Pseudobranchus,"n. sp.",vetustus,,,,,3633,1991,"United States",Florida,29.8,-82.1,29.99,-80.21,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.5,10.45,,
18554,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,3581,1981,"United States",Florida,29.550000,-82.516667,29.80,-80.04,Miocene,Serravallian,"Cenozoic 5","Middle Miocene",11.5,11.5,Alachua,
18597,Fossilworks,"J. Alroy",,Siren,"n. sp.",hesterna,,,,,6560,1942,"United States",Florida,29.7,-82.6,30.04,-78.94,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.430,18.2,Alachua,
18601,Fossilworks,"J. Alroy",,Notophthalmus,,sp.,,,,,1051,1985,"United States",Florida,28.800000,-82.316667,28.98,-80.65,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",9.1,9.05,,
18601,Fossilworks,"J. Alroy",,Amphiuma,,sp.,,,,,1051,1985,"United States",Florida,28.800000,-82.316667,28.98,-80.65,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",9.1,9.05,,
18601,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,1051,1985,"United States",Florida,28.800000,-82.316667,28.98,-80.65,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",9.1,9.05,,
18646,Fossilworks,"J. Alroy",,Amphiuma,"n. sp.",antica,,,,,1833,1943,"United States",Texas,30.7,-94.7,31.17,-91.66,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Fleming,
18646,Fossilworks,"J. Alroy",,Siren,"n. sp.",miotexana,,,,,1833,1943,"United States",Texas,30.7,-94.7,31.17,-91.66,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Fleming,
18646,Fossilworks,"J. Alroy",,Batrachosauroides,,dissimulans,,,,,1833,1943,"United States",Texas,30.7,-94.7,31.17,-91.66,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Fleming,
18663,Fossilworks,"J. Alroy",,Batrachosauroides,,sp.,,,,,933,1991,"United States",Texas,31.0,-93.4,31.60,-88.94,Miocene,Aquitanian,"Cenozoic 5","Lower Miocene",21.9,21.9,Fleming,"upper Carnahan Bayou"
18664,Fossilworks,"J. Alroy",,Siren,,miotexana,,,,,2121,1994,"United States",Texas,30.8,-94.3,31.24,-91.45,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",17.3,17.25,Fleming,
18665,Fossilworks,"J. Alroy",,Siren,,miotexana,,,,,6198,1987,"United States",Texas,30.5,-95,30.98,-91.96,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Fleming,
18665,Fossilworks,"J. Alroy",,Notophthalmus,,slaughteri,,,,,6198,1987,"United States",Texas,30.5,-95,30.98,-91.96,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,Fleming,
19628,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,1603,1942,"United States",Arizona,31.966667,-110.3,32.11,-109.70,Pliocene,Piacenzian,"Cenozoic 6",Pliocene,3.3,3.3,"St. David",
19753,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,2621,1987,"United States",Florida,27.366667,-82.45,27.44,-81.83,Pliocene,,"Cenozoic 6",Pliocene,3.7,3.65,Tamiami,"Pinecrest Beds"
19764,Fossilworks,"J. Alroy",,Siren,cf.,lacertina,,,,,2621,1987,"United States",Florida,27.783333,-82.683333,27.85,-82.06,Pliocene,,"Cenozoic 6",Pliocene,3.7,3.65,Tamiami,"Pinecrest Beds"
19954,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3507,1987,"United States",Nebraska,42.378333,-98.234444,42.49,-97.57,Pleistocene,Gelasian,"Cenozoic 6",Pleistocene,2.4,2.4,"Long Pine",
20137,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3081,1969,"United States",Kansas,37.477,-100.4952,37.52,-100.28,Pleistocene,,"Cenozoic 6",Pleistocene,0.6,0.55,Kingsdown,lower
20167,Fossilworks,"J. Alroy",,Ambystoma,cf.,tigrinum,,,,,3081,1969,"United States",Kansas,37.447,-100.4771,37.49,-100.26,Pleistocene,,"Cenozoic 6",Pleistocene,0.3,0.3,Kingsdown,upper
20302,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Salamandra,,opaca,,Ambystoma,,opacum,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Gyrinophilus,cf.,porphyriticus,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Ambystoma,,maculatum,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Plethodon,,gultinosus,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Cryptobranchus,"n. sp.",guildayi,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20302,Fossilworks,"J. Alroy",,Notophthalmus,cf.,viridescens,,,,,39868,1913,"United States",Maryland,39.6,-78.7,39.62,-78.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.9,0.85,,
20318,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,1302,1962,"United States",Texas,34.0,-99.8,34.04,-99.59,Pleistocene,,"Cenozoic 6",Pleistocene,0.3,0.3,"Good Creek",
20332,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3099,1966,"United States",Kansas,38.3,-97.6,38.34,-97.39,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,McPherson,
20337,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3634,1991,"United States",Texas,30.3,-97.7,30.34,-97.49,Pleistocene,,"Cenozoic 6",Pleistocene,0.6,0.6,,
20337,Fossilworks,"J. Alroy",,Notophthalmus,,sp.,,,,,3634,1991,"United States",Texas,30.3,-97.7,30.34,-97.49,Pleistocene,,"Cenozoic 6",Pleistocene,0.6,0.6,,
20352,Fossilworks,"J. Alroy",,Ambystoma,,maculatum,,,,,1462,1984,"United States",Kansas,39.8,-98.1,39.84,-97.88,Pleistocene,,"Cenozoic 6",Pleistocene,0.6,0.55,Sappa,
20352,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,1462,1984,"United States",Kansas,39.8,-98.1,39.84,-97.88,Pleistocene,,"Cenozoic 6",Pleistocene,0.6,0.55,Sappa,
20355,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
20356,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20357,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20358,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20359,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.4,0.4,Alamosa,
20360,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20360,Fossilworks,"J. Alroy",,Ambystoma,,alamosensis,,Ambystoma,,sp.,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20361,Fossilworks,"J. Alroy",,Ambystoma,"n. sp.",alamosensis,,Ambystoma,,sp.,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
20361,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
20362,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
20363,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20367,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
20368,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20369,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.3,0.3,Alamosa,
20370,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
20389,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2435,1973,"United States","South Dakota",45.433333,-99.866667,45.47,-99.64,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,,
20400,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,1960,1989,"United States",Florida,27.700000,-82.5,27.72,-82.29,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,Bermont,
20427,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,1463,1981,"United States",Kansas,37.2,-100.3,37.24,-100.09,Pleistocene,,"Cenozoic 6",Pleistocene,1.3,1.3,"Crooked Creek",
20431,Fossilworks,"J. Alroy",,Taricha,,sp.,,,,,19234,1973,"United States",California,37.750000,-122.133333,37.69,-121.82,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,"San Antonio",
20440,Fossilworks,"J. Alroy",,Notophthalmus,,sp.,,,,,2050,1996,"United States",Florida,27.8,-82.8,28.08,-79.96,Pleistocene,,"Cenozoic 6",Pleistocene,0.300,0.156,"Fort Thompson",
20440,Fossilworks,"J. Alroy",,Siren,,sp.,,,,,2050,1996,"United States",Florida,27.8,-82.8,28.08,-79.96,Pleistocene,,"Cenozoic 6",Pleistocene,0.300,0.156,"Fort Thompson",
20444,Fossilworks,"J. Alroy",,Ambystoma,cf.,tigrinum,,,,,1298,1999,"United States",Arizona,31.7,-110.8,31.75,-110.60,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,,
20446,Fossilworks,"J. Alroy",,Ambystoma,cf.,tigrinum,,,,,1298,1999,"United States",Arizona,31.7,-110.8,31.75,-110.60,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,,
20447,Fossilworks,"J. Alroy",,Ambystoma,cf.,tigrinum,,,,,1298,1999,"United States",Arizona,31.7,-110.8,31.75,-110.60,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,,
20491,Fossilworks,"J. Alroy",,Pseudobranchus,,robustus,,,,,3580,1984,"United States",Florida,29.1,-82.3,29.28,-80.63,Pleistocene,,"Cenozoic 6",Pleistocene,0.300,0.156,,
20491,Fossilworks,"J. Alroy",,Siren,,lacertina,,,,,3580,1984,"United States",Florida,29.1,-82.3,29.28,-80.63,Pleistocene,,"Cenozoic 6",Pleistocene,0.300,0.156,,
20516,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3099,1966,"United States",Kansas,38.3,-97.6,38.34,-97.39,Pleistocene,,"Cenozoic 6",Pleistocene,0.3,0.3,McPherson,
20530,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,1304,1967,"United States",Texas,33.7,-101.9,33.74,-101.69,Pleistocene,,"Cenozoic 6",Pleistocene,0.4,0.4,,
20573,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,3580,1984,"United States",Florida,29.600000,-82.416667,29.60,-82.42,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,Pseudobranchus,cf.,robustus,,,,,3580,1984,"United States",Florida,29.600000,-82.416667,29.60,-82.42,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,Siren,,lacertina,,,,,3580,1984,"United States",Florida,29.600000,-82.416667,29.60,-82.42,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,Necturus,,sp.,,,,,3580,1984,"United States",Florida,29.600000,-82.416667,29.60,-82.42,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,Notophthalmus,,viridescens,,,,,3580,1984,"United States",Florida,29.600000,-82.416667,29.60,-82.42,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Wicomico,Arredondo
20593,Fossilworks,"J. Alroy",,Siren,,lacertina,,,,,3567,1974,"United States",Florida,29.8,-82.1,29.82,-81.89,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20593,Fossilworks,"J. Alroy",,Pseudobranchus,"n. sp.",robustus,,,,,3567,1974,"United States",Florida,29.8,-82.1,29.82,-81.89,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20604,Fossilworks,"J. Alroy",,Notophthalmus,,viridescens,,,,,1962,1998,"United States",Georgia,31.983333,-81.066667,31.98,-81.07,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20604,Fossilworks,"J. Alroy",,Amphiuma,,sp.,,Amphiuma,,means,1962,1998,"United States",Georgia,31.983333,-81.066667,31.98,-81.07,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20604,Fossilworks,"J. Alroy",,Siren,cf.,intermedia,,,,,1962,1998,"United States",Georgia,31.983333,-81.066667,31.98,-81.07,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20604,Fossilworks,"J. Alroy",,Ambystoma,cf.,maculatum,,,,,1962,1998,"United States",Georgia,31.983333,-81.066667,31.98,-81.07,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20605,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,1907,1960,"United States",Kansas,37.2,-100.3,37.24,-100.09,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,Kingsdown,
20638,Fossilworks,"J. Alroy",,Plethodon,,glutinosus,,,,,3567,1974,"United States",Florida,28.8,-82.2,28.82,-81.99,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20639,Fossilworks,"J. Alroy",,Taricha,,sp.,,,,,2018,1991,"United States",California,34,-118,35.81,-102.25,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,"San Pedro Sand",
20650,Fossilworks,"J. Alroy",,Plethodon,,glutinosus,,,,,3567,1974,"United States",Florida,29.4,-82.6,29.42,-82.39,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
20650,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,3567,1974,"United States",Florida,29.4,-82.6,29.42,-82.39,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
22634,ETE,"A. Behrensmeyer","n. gen.",Ramonellus,"n. sp.",longispinus,,,,,13344,1964,Israel,Negev,30.538889,34.726667,6.80,29.78,"Early/Lower Cretaceous",,,,145.500,129.05,Hatira,
22645,ETE,"A. Behrensmeyer","n. gen.",Hylaeobatrachus,"n. sp.",croyii,,,,,52560,1878,Belgium,Sauerland,50.466667,3.633333,40.68,13.68,"Early/Lower Cretaceous",,,,130.000,126.23,"Sainte-Barbe Clays",
22695,ETE,"A. Behrensmeyer",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.754801,-111.398721,58.05,-75.94,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
22695,ETE,"A. Behrensmeyer",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.754801,-111.398721,58.05,-75.94,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
22696,ETE,"A. Behrensmeyer",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.7813031,-111.32555,58.05,-75.84,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
22696,ETE,"A. Behrensmeyer",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.7813031,-111.32555,58.05,-75.84,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
22697,ETE,"A. Behrensmeyer",,Opisthotriton,,kayi,,,,,16643,1986,Canada,Alberta,50.809347,-111.631664,58.15,-76.16,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
22697,ETE,"A. Behrensmeyer",,Scapherpeton,,tectum,,,,,16643,1986,Canada,Alberta,50.809347,-111.631664,58.15,-76.16,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.6,"Dinosaur Park",
22698,ETE,"A. Behrensmeyer",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.74994,-111.514913,58.07,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
22698,ETE,"A. Behrensmeyer",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.74994,-111.514913,58.07,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
23549,Fossilworks,"J. Alroy","n. gen.",Nezpercius,"n. sp.",dodsoni,,,,,6734,2001,"United States",Montana,47.733333,-108.95,54.66,-75.10,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,"Judith River",
23551,Fossilworks,"J. Alroy",,Nezpercius,,dodsoni,,,,,6734,2001,"United States",Montana,47.716667,-108.9,54.63,-75.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,"Judith River",
27418,Fossilworks,"J. Alroy",,Andrias,,matthewi,,,,,7566,1966,"United States",Nebraska,42.066667,-103.083333,42.79,-99.21,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.430,18.2,Runningwater,
27481,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,733,1988,"United States",Nebraska,40.528,-98.9606,41.06,-95.73,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,,
27507,Fossilworks,"J. Alroy",cf.,Ambystoma,,priscum,,,,,7572,1996,"United States",Nebraska,42.600000,-97.65,43.11,-94.35,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,,
27507,Fossilworks,"J. Alroy",,Ambystoma,,minshalli,,,,,7572,1996,"United States",Nebraska,42.600000,-97.65,43.11,-94.35,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,,
27507,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,7572,1996,"United States",Nebraska,42.600000,-97.65,43.11,-94.35,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,,
27572,Fossilworks,"J. Alroy",,Ambystoma,,maculatum,,,,,777,1984,"United States",Nebraska,42.609444,-97.876389,42.72,-97.21,,,"Cenozoic 6",,4.900,3.35,,
27572,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,777,1984,"United States",Nebraska,42.609444,-97.876389,42.72,-97.21,,,"Cenozoic 6",,4.900,3.35,,
27604,Fossilworks,"J. Alroy",,Prosiren,,elinorae,,,,,7600,1990,"United States",Texas,32.003333,-98.253333,29.63,-58.23,"Early/Lower Cretaceous",Albian,"Cretaceous 4",Albian,112.600,106.15,Paluxy,
27606,Fossilworks,"J. Alroy",,Prosiren,,elinorae,,,,,7600,1990,"United States",Texas,32.003333,-98.27,29.63,-58.25,"Early/Lower Cretaceous",Albian,"Cretaceous 4",Albian,112.600,106.15,Paluxy,
27632,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27637,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27639,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27666,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27667,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27669,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27672,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27673,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27677,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27680,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27681,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27682,Fossilworks,"J. Alroy",,Ambystoma,,alamosensis,,Ambystoma,,sp.,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27682,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.2,0.2,Alamosa,
27683,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27687,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
27689,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,2939,1985,"United States",Colorado,37.366667,-105.75,37.37,-105.75,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Alamosa,
