collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,country,state,latdec,lngdec,paleolatdec,paleolngdec,epoch,stage,10_my_bin,FR2_bin,ma_max,ma_mid,formation,member
45567,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,42675,2000,Canada,Alberta,49.101848,-110.941038,56.39,-76.48,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Lower
45670,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.81963,-110.840068,57.05,-75.92,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45670,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.81963,-110.840068,57.05,-75.92,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45671,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.75457,-110.684399,56.95,-75.79,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.1,78.15,Oldman,Upper
45671,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.75457,-110.684399,56.95,-75.79,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.1,78.15,Oldman,Upper
45674,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.77593,-110.683642,56.97,-75.78,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
45674,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.77593,-110.683642,56.97,-75.78,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
45675,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,12049,1924,Canada,Saskatchewan,49.36667,-106.3833,56.07,-77.88,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Ravenscrag,
45819,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.159098,-110.722211,56.24,-75.37,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,
45819,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.159098,-110.722211,56.24,-75.37,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,
45820,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.137969,-110.848456,56.41,-76.36,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45820,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.137969,-110.848456,56.41,-76.36,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Lower
45821,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.16179,-110.719453,56.25,-75.36,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,
45821,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.16179,-110.719453,56.25,-75.36,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,
45822,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.76289,-110.700765,56.96,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.1,78.15,Oldman,Upper
45822,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.76289,-110.700765,56.96,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.1,78.15,Oldman,Upper
45892,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.76289,-110.700765,56.96,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Middle
45892,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.76289,-110.700765,56.96,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Middle
45893,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,42675,2000,Canada,Alberta,49.74078,-110.71584,56.94,-75.84,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Upper
45893,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,42675,2000,Canada,Alberta,49.74078,-110.71584,56.94,-75.84,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Oldman,Upper
45894,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.75844,-110.702822,56.80,-74.97,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.9,78.55,Oldman,Middle
45894,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.75844,-110.702822,56.80,-74.97,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.9,78.55,Oldman,Middle
45897,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.187007,-110.732347,56.43,-76.20,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
45897,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.187007,-110.732347,56.43,-76.20,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
45898,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,11964,2001,Canada,Alberta,49.19385,-110.734388,56.43,-76.20,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.9,78.55,Oldman,Upper
45898,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,11964,2001,Canada,Alberta,49.19385,-110.734388,56.43,-76.20,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,80.9,78.55,Oldman,Upper
45899,ETE,"M. Carrano",,Opisthotriton,,kayi,,,,,42675,2000,Canada,Alberta,49.72575,-110.659029,56.92,-75.78,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
45899,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,42675,2000,Canada,Alberta,49.72575,-110.659029,56.92,-75.78,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,78.8,78.7,Oldman,Upper
46955,Fossilworks,"J. Alroy",cf.,Salamandra,,sp.,,,,,12472,2000,Germany,,50.900000,6.450000,51.12,4.97,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,Ville,Frimmersdorf
46955,Fossilworks,"J. Alroy",,Chelotriton,,paradoxus,,,,,12472,2000,Germany,,50.900000,6.450000,51.12,4.97,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,Ville,Frimmersdorf
46955,Fossilworks,"J. Alroy",,Andrias,,scheuchzeri,,,,,12472,2000,Germany,,50.900000,6.450000,51.12,4.97,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,Ville,Frimmersdorf
46959,ETE,"M. Carrano",,Eoscapherpeton,,asiaticum,,Mynbulakia,,surgayi,38131,1985,Uzbekistan,Navoi,42.117293,62.655315,36.80,56.95,"Late/Upper Cretaceous",Turonian,"Cretaceous 6",Turonian,94.300,91.8,Bissekty,
47784,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.791401,-111.624328,58.13,-76.17,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
47784,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.791401,-111.624328,58.13,-76.17,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
47793,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,16643,1986,Canada,Alberta,50.750067,-111.463035,58.06,-76.01,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47793,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,16643,1986,Canada,Alberta,50.750067,-111.463035,58.06,-76.01,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47794,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.755441,-111.531418,58.08,-76.09,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47794,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.755441,-111.531418,58.08,-76.09,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47795,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.829138,-111.321971,58.10,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47795,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.829138,-111.321971,58.10,-75.80,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47807,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.767207,-111.514677,58.08,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47807,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.767207,-111.514677,58.08,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47809,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.765008,-111.52387,58.08,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47809,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.765008,-111.52387,58.08,-76.07,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,Oldman,
47811,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.750424,-111.506981,58.07,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47811,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.750424,-111.506981,58.07,-76.06,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47812,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,5929,1990,Canada,Alberta,50.748546,-111.524962,58.07,-76.08,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47812,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,5929,1990,Canada,Alberta,50.748546,-111.524962,58.07,-76.08,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.7,79.35,"Dinosaur Park",
47814,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,16643,1986,Canada,Alberta,50.812055,-111.577622,58.14,-76.10,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
47814,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,16643,1986,Canada,Alberta,50.812055,-111.577622,58.14,-76.10,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
47816,PaleoDB,"R. Whatley",,Opisthotriton,,kayi,,,,,16643,1986,Canada,Alberta,50.750278,-111.474722,58.06,-76.03,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
47816,PaleoDB,"R. Whatley",,Scapherpeton,,tectum,,,,,16643,1986,Canada,Alberta,50.750278,-111.474722,58.06,-76.03,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,79.2,79.1,"Dinosaur Park",
48325,Fossilworks,"J. Alroy",,Salamandra,,sansaniensis,,,,,43885,2009,Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,Mioproteus,,caucasicus,,,,,43885,2009,Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,Triturus,cf.,marmoratus,,,,,43885,2009,Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,Triturus,cf.,vulgaris,,,,,43885,2009,Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
48325,Fossilworks,"J. Alroy",,Chelotriton,,paradoxus,,,,,43885,2009,Germany,Baden-Württemberg,48.663611,10.229167,48.92,8.82,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,"Upper Freshwater Molasse",
49096,PaleoDB,"J. Head",,Triturus,,marmoratus,,,,,19698,1986,France,,43.461111,3.685000,43.53,3.42,Pliocene,Piacenzian,"Cenozoic 6",Pliocene,3.600,3.094,,
49096,PaleoDB,"J. Head",,Chelotriton,"n. sp.",pliocenicus,,,,,19698,1986,France,,43.461111,3.685000,43.53,3.42,Pliocene,Piacenzian,"Cenozoic 6",Pliocene,3.600,3.094,,
49102,PaleoDB,"M. Uhen",,Andrias,,scheuchzeri,,,,,13125,1986,Germany,Baden-Württemberg,48.351389,9.858333,48.59,8.37,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",16.900,16.435,"Brackwater Molasse","Grimmelfinger Schichten"
51002,PaleoDB,"M. Uhen",,Salamandra,,sansaniensis,,,,,13612,2004,Austria,,48.634722,16.061111,48.01,15.68,Miocene,Langhian,"Cenozoic 5","Middle Miocene",15.970,14.81,Grund,
52312,ETE,"M. Carrano",,Apricosiren,,sp.,,,,,8338,1988,"United Kingdom",England,50.610833,-2.029722,41.47,7.83,"Early/Lower Cretaceous",Berriasian,"Cretaceous 1",Berriasian,145.500,142.85,Lulworth,"Worbarrow Tout"
53059,Fossilworks,"J. Alroy",,Opisthotriton,,kayi,,,,,14358,1980,"United States",Wyoming,44.050000,-109,49.95,-88.80,Paleocene,,"Cenozoic 1",Thanetian,61.700,59.25,"Fort Union",
53148,ETE,"M. Carrano",,Kiyatriton,,leschinskiyi,,,,,8702,2002,"Russian Federation",Krasnoyarsk,56.516667,91.816667,56.05,88.10,"Early/Lower Cretaceous",,"Cretaceous 2",,136.400,130.925,Ilek,
54105,ETE,"M. Carrano",,Opisthotriton,,sp.,,,,,14627,2004,Canada,Saskatchewan,49.516667,-108.816667,56.55,-81.12,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Frenchman,
57124,ETE,"M. Carrano",,Marmorerpeton,,sp.,,,,,31250,1992,"United Kingdom",England,50.70793,-2.77886,40.28,7.95,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
57125,ETE,"M. Carrano",,Marmorerpeton,,sp.,,,,,31250,1992,"United Kingdom",England,50.67889,-2.659496,40.25,8.06,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
57139,ETE,"M. Carrano",,Marmorerpeton,,sp.,,,,,10557,1994,"United Kingdom",England,51.733333,-1.983333,41.34,8.50,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,"Forest Marble",
57161,ETE,"M. Carrano",,Scapherpeton,,tectum,,,,,803,1964,"United States",Wyoming,43.667,-104.5667,50.26,-78.66,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.600,68.3215,Lance,
57913,ETE,"M. Carrano","n. gen.",Iridotriton,"n. sp.",hechti,,,,,15567,1989,"United States",Utah,40.5046,-109.1651,35.95,-54.56,"Late/Upper Jurassic",Kimmeridgian,"Jurassic 5",Kimmeridgian,155.700,153.25,Morrison,"Brushy Basin"
58089,PaleoDB,"M. Uhen",,Siren,,sp.,,,,,15601,1996,"United States",Florida,27.830278,-80.811389,27.85,-80.60,Pleistocene,,"Cenozoic 6",Pleistocene,1.800,1.05,,
58168,ETE,"M. Carrano","n. gen.",Nesovtriton,"n. sp.",mynbulakensis,,,,,38131,1985,Uzbekistan,Navoi,42.117293,62.655315,36.80,56.95,"Late/Upper Cretaceous",Turonian,"Cretaceous 6",Turonian,94.300,91.8,Bissekty,
58174,ETE,"M. Carrano",,Nesovtriton,,mynbulakensis,,,,,16510,1995,Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,"Late/Upper Cretaceous",Coniacian,"Cretaceous 6",Coniacian,89.300,87.55,Bissekty,
58179,ETE,"M. Carrano",,Eoscapherpeton,,asiaticum,,Mynbulakia,,surgayi,38128,1981,Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,"Late/Upper Cretaceous",Coniacian,"Cretaceous 6",Coniacian,89.300,87.55,Bissekty,
58179,ETE,"M. Carrano",,Nesovtriton,,mynbulakensis,,,,,38128,1981,Uzbekistan,Navoi,42.117293,62.655315,36.26,57.01,"Late/Upper Cretaceous",Coniacian,"Cretaceous 6",Coniacian,89.300,87.55,Bissekty,
58208,ETE,"M. Carrano",,Horezmia,,gracile,,,,,25546,1931,Uzbekistan,Navoi,40.100,65.800,36.13,61.50,"Early/Lower Cretaceous",Albian,"Cretaceous 4",Albian,105.300,102.5,Khodzhakul,
58701,ETE,"M. Carrano",,Eoscapherpeton,"n. sp.",superum,,,,,16510,1995,Tajikistan,,40.4928,69.7025,34.90,63.85,"Late/Upper Cretaceous",Santonian,"Cretaceous 6",Santonian,85.800,85.35,Yalovach,
58701,ETE,"M. Carrano",,Eoscapherpeton,informal,"sp. b",,,,,16510,1995,Tajikistan,,40.4928,69.7025,34.90,63.85,"Late/Upper Cretaceous",Santonian,"Cretaceous 6",Santonian,85.800,85.35,Yalovach,
58983,PaleoDB,"M. Uhen",,Salamandra,,sansaniensis,,,,,23390,2002,Slovakia,Bratislava,48.2014,17.97767,47.68,17.64,Miocene,Serravallian,"Cenozoic 5","Middle Miocene",13.650,12.629,,Sandberg
59129,PaleoDB,"J. Head",cf.,Salamandra,,sp.,,,,,16873,1997,France,Gard,43.400000,6.050000,40.31,2.45,Eocene,Lutetian,"Cenozoic 2",Lutetian,48.600,44.5,,
60281,PaleoDB,"J. Head",,Chelotriton,,paradoxus,,,,,16853,2003,France,,44.216667,1.716667,43.93,-0.91,Oligocene,Chattian,"Cenozoic 4",Chattian,28.400,25.715,,
60281,PaleoDB,"J. Head",,Salamandra,,sansaniensis,,,,,16853,2003,France,,44.216667,1.716667,43.93,-0.91,Oligocene,Chattian,"Cenozoic 4",Chattian,28.400,25.715,,
60281,PaleoDB,"J. Head",,Triturus,,sp.,,,,,16853,2003,France,,44.216667,1.716667,43.93,-0.91,Oligocene,Chattian,"Cenozoic 4",Chattian,28.400,25.715,,
61844,ETE,"M. Carrano",,Scapherpeton,,sp.,,,,,17858,1998,"United States",Utah,37.634722,-112.118611,45.71,-83.29,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,Wahweap,
61890,ETE,"M. Carrano",,Marmorerpeton,,kermacki,,,,,10557,1994,"United Kingdom",Scotland,57.172500,-6.103889,46.58,4.60,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,Kilmaluag,
61891,ETE,"M. Carrano","n. gen.",Urupia,"n. sp.",monstrosa,,,,,17882,2006,"Russian Federation",Krasnoyarsk,55.650000,89.183333,58.17,86.69,"Middle Jurassic",Bathonian,"Jurassic 4",Bathonian,167.700,166.2,Itat,Upper
67985,PaleoDB,"M. Carrano","n. gen.",Galverpeton,"n. sp.",ibericum,,,,,19446,1982,Spain,Teruel,40.666667,-0.666667,30.62,9.35,"Early/Lower Cretaceous",Barremian,"Cretaceous 2",Barremian,130.000,127.725,"El Castellar",
68003,PaleoDB,"M. Carrano",,Scapherpeton,,sp.,,,,,11752,2001,"United States",Texas,29.104792,-103.169877,35.53,-76.69,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,81.3,78.75,Aguja,"Upper Shale"
68428,PaleoDB,"M. Uhen",,Palaeoproteus,,gallicus,,,,,29562,1981,France,Champagne-Ardenne,49.266667,4.150000,43.77,1.71,Paleocene,Thanetian,"Cenozoic 1",Thanetian,58.700,57.25,Cernay,
68440,PaleoDB,"M. Uhen",cf.,Triturus,,sp.,,,,,47934,1992,France,Picardie,49.540278,3.413889,45.01,0.73,Eocene,Ypresian,"Cenozoic 2",Ypresian,55.800,52.2,,
68823,PaleoDB,"E. Fara",,Horezmia,,gracile,,,,,19868,1988,Uzbekistan,Karakalpakstan,42.366667,60.033333,37.10,54.64,"Late/Upper Cretaceous",Cenomanian,"Cretaceous 5",Cenomanian,99.700,97,"Khodzhakul (= Chodzhakul)",
68826,PaleoDB,"E. Fara","n. gen.",Bishara,"n. sp.",backa,,,,,19868,1988,Kazakhstan,Qyzylorda,46.574274,63.8667,39.16,57.37,"Late/Upper Cretaceous",,,,85.800,78.2,Bostobe,
69098,PaleoDB,"L. van den Hoek Ostende",,Andrias,,scheuchzeri,,,,,19926,1980,Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",16.900,16.435,"Brackwater Molasse","Kirchberg beds"
69098,PaleoDB,"L. van den Hoek Ostende",,Chelotriton,,sp.,,,,,19926,1980,Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",16.900,16.435,"Brackwater Molasse","Kirchberg beds"
69098,PaleoDB,"L. van den Hoek Ostende",,Mioproteus,,caucasicus,,,,,19926,1980,Germany,Baden-Württemberg,48.484444,10.098333,48.72,8.60,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",16.900,16.435,"Brackwater Molasse","Kirchberg beds"
69161,PaleoDB,"J. Kriwet",,Scapherpeton,,sp.,,,,,19785,1978,"United States",Montana,48.006944,-108.909722,54.75,-74.08,"Late/Upper Cretaceous",Campanian,"Cretaceous 7",Campanian,84.900,77.75,"Judith River",
70332,PaleoDB,"M. Uhen",,Mioproteus,,caucasicus,,,,,23602,2001,Germany,,48.335000,9.808889,48.46,7.96,Miocene,,"Cenozoic 5","Lower Miocene",23.030,19.5,,
70332,PaleoDB,"M. Uhen",,Andrias,,scheuchzeri,,,,,23602,2001,Germany,,48.335000,9.808889,48.46,7.96,Miocene,,"Cenozoic 5","Lower Miocene",23.030,19.5,,
70337,PaleoDB,"M. Uhen",,Andrias,,scheuchzeri,,,,,23602,2001,Germany,,48.335000,9.808889,48.46,7.96,Miocene,,"Cenozoic 5","Lower Miocene",23.030,19.5,,
70338,PaleoDB,"M. Uhen",,Andrias,,scheuchzeri,,,,,23602,2001,Germany,,48.322778,10.016389,48.45,8.17,Miocene,,"Cenozoic 5","Lower Miocene",23.030,19.5,,
71942,Fossilworks,"J. Alroy",,Chelotriton,,robustus,,,,,24323,1996,Germany,Rheinland-Pfalz,50.616667,7.883333,50.45,4.96,Oligocene,Chattian,"Cenozoic 4",Chattian,28.400,25.715,,
74292,Fossilworks,"J. Alroy",,Siren,,lacertina,,,,,24947,1932,"United States",Florida,28.083333,-80.6,28.08,-80.60,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
75066,Fossilworks,"J. Alroy",,Amphiuma,,sp.,,,,,25334,2007,"United States",Georgia,31.150000,-81.483333,31.15,-81.48,Pleistocene,,"Cenozoic 6",Pleistocene,0.01235,0.01235,,
75296,ETE,"M. Carrano",,Habrosaurus,,dilatus,,,,,2236,1999,"United States",Wyoming,41.938745,-106.880622,48.90,-82.43,"Late/Upper Cretaceous",Maastrichtian,"Cretaceous 8",Maastrichtian,70.2,70.1,Ferris,
75481,PaleoDB,"L. van den Hoek Ostende",,Chelotriton,informal,"sp. type II",,,,,55045,2004,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.100,10.4,Edelény,
75481,PaleoDB,"L. van den Hoek Ostende",,Chelotriton,informal,"sp. type I",,,,,55045,2004,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.100,10.4,Edelény,
75481,PaleoDB,"L. van den Hoek Ostende",,Mioproteus,,caucasicus,,,,,55045,2004,Hungary,Borsod-Abaúj-Zemplén,48.393056,20.637500,48.02,20.40,Miocene,Tortonian,"Cenozoic 6","Upper Miocene",11.100,10.4,Edelény,
75868,Fossilworks,"J. Alroy","n. gen.",Piceoerpeton,"n. sp.",willwoodense,"n. gen.",Piceoerpeton,"n. sp.",willwoodensis,25640,1967,"United States",Wyoming,44.783333,-108.95,49.63,-91.73,Eocene,Ypresian,"Cenozoic 2",Ypresian,55.800,53.05,Willwood,
75873,Fossilworks,"J. Alroy",,Andrias,,matthewi,,Cryptobranchus,,matthewi,25656,1981,Canada,Saskatchewan,49.183333,-105.95,49.81,-102.55,Miocene,,"Cenozoic 5","Middle Miocene",15.970,14.785,"Wood Mountain",
75880,Fossilworks,"J. Alroy",,Notophthalmus,"n. sp.",crassus,,,,,25670,1974,"United States","South Dakota",43.133333,-101.866667,43.83,-97.94,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.430,18.2,Batesland,
75945,Fossilworks,"J. Alroy",,Batrachosauroides,,dissimulans,,,,,6239,1977,"United States",Texas,30.750000,-95.216667,31.33,-91.59,Miocene,Burdigalian,"Cenozoic 5","Lower Miocene",20.430,18.2,Oakville,
75974,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,25710,1959,"United States",Florida,29.416667,-82.216667,29.42,-82.22,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Wicomico,Arredondo
75974,Fossilworks,"J. Alroy",,Plethodon,,glutinosus,,,,,25710,1959,"United States",Florida,29.416667,-82.216667,29.42,-82.22,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Wicomico,Arredondo
75974,Fossilworks,"J. Alroy",,Ambystoma,,sp.,,,,,25710,1959,"United States",Florida,29.416667,-82.216667,29.42,-82.22,Pleistocene,,"Cenozoic 6",Pleistocene,0.781,0.4535,Wicomico,Arredondo
76060,Fossilworks,"J. Alroy",,Ambystoma,,tigrinum,,,,,25748,1987,"United States","New Mexico",31.566667,-108.4,31.57,-108.40,Pleistocene,,"Cenozoic 6",Pleistocene,0.126,0.069,,
