collection_no,source_database,collection.authorizer,class_name,order_name,family_name,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,collection_name,country,state,latdec,lngdec,paleolatdec,paleolngdec,stage,10_my_bin,FR2_bin,formation,member
18450,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3676,1968,"WaKeeny (UM-K6-59)","United States",Kansas,39.821,-99.7513,40.27,-97.17,Serravallian,"Cenozoic 5","Middle Miocene",Ogallala,
18450,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,3676,1968,"WaKeeny (UM-K6-59)","United States",Kansas,39.821,-99.7513,40.27,-97.17,Serravallian,"Cenozoic 5","Middle Miocene",Ogallala,
18450,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,maculatum,,,,,3676,1968,"WaKeeny (UM-K6-59)","United States",Kansas,39.821,-99.7513,40.27,-97.17,Serravallian,"Cenozoic 5","Middle Miocene",Ogallala,
18538,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Batrachosauroides,,dissimulans,,,,,1145,1991,"Gunn Farm Mine","United States",Florida,30.5,-84.5,30.82,-81.42,,"Cenozoic 5","Middle Miocene",Torreya,Dogtown
18541,Fossilworks,"J. Alroy",,,Urodela,,Pseudobranchus,"n. sp.",vetustus,,,,,3633,1991,"Haile 6A","United States",Florida,29.8,-82.1,29.99,-80.21,Tortonian,"Cenozoic 6","Upper Miocene",,
18541,Fossilworks,"J. Alroy",,,Urodela,,Siren,"n. sp.",simpsoni,,,,,3633,1991,"Haile 6A","United States",Florida,29.8,-82.1,29.99,-80.21,Tortonian,"Cenozoic 6","Upper Miocene",,
18554,Fossilworks,"J. Alroy",,,Urodela,,Siren,,sp.,,,,,3581,1981,"Love Bone Bed","United States",Florida,29.550000,-82.516667,29.80,-80.04,Serravallian,"Cenozoic 5","Middle Miocene",Alachua,
18597,Fossilworks,"J. Alroy",,,Urodela,,Siren,"n. sp.",hesterna,,,,,6560,1942,"Thomas Farm","United States",Florida,29.7,-82.6,30.04,-78.94,Burdigalian,"Cenozoic 5","Lower Miocene",Alachua,
18601,Fossilworks,"J. Alroy",,,Urodela,,Siren,,sp.,,,,,1051,1985,"Withlacoochee River Site 4A","United States",Florida,28.800000,-82.316667,28.98,-80.65,Tortonian,"Cenozoic 6","Upper Miocene",,
18601,Fossilworks,"J. Alroy",,,Urodela,,Amphiuma,,sp.,,,,,1051,1985,"Withlacoochee River Site 4A","United States",Florida,28.800000,-82.316667,28.98,-80.65,Tortonian,"Cenozoic 6","Upper Miocene",,
18601,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,sp.,,,,,1051,1985,"Withlacoochee River Site 4A","United States",Florida,28.800000,-82.316667,28.98,-80.65,Tortonian,"Cenozoic 6","Upper Miocene",,
18646,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Batrachosauroides,,dissimulans,,,,,1833,1943,Moscow,"United States",Texas,30.7,-94.7,31.17,-91.66,,"Cenozoic 5","Middle Miocene",Fleming,
18646,Fossilworks,"J. Alroy",,,Urodela,,Siren,"n. sp.",miotexana,,,,,1833,1943,Moscow,"United States",Texas,30.7,-94.7,31.17,-91.66,,"Cenozoic 5","Middle Miocene",Fleming,
18646,Fossilworks,"J. Alroy",,,Urodela,,Amphiuma,"n. sp.",antica,,,,,1833,1943,Moscow,"United States",Texas,30.7,-94.7,31.17,-91.66,,"Cenozoic 5","Middle Miocene",Fleming,
18663,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Batrachosauroides,,sp.,,,,,933,1991,"Toledo Bend","United States",Texas,31.0,-93.4,31.60,-88.94,Aquitanian,"Cenozoic 5","Lower Miocene",Fleming,"upper Carnahan Bayou"
18664,Fossilworks,"J. Alroy",,,Urodela,,Siren,,miotexana,,,,,2121,1994,"Town Bluff","United States",Texas,30.8,-94.3,31.24,-91.45,Burdigalian,"Cenozoic 5","Lower Miocene",Fleming,
18665,Fossilworks,"J. Alroy",,,Urodela,,Siren,,miotexana,,,,,6198,1987,"Trinity River Pit 1","United States",Texas,30.5,-95,30.98,-91.96,,"Cenozoic 5","Middle Miocene",Fleming,
18665,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,slaughteri,,,,,6198,1987,"Trinity River Pit 1","United States",Texas,30.5,-95,30.98,-91.96,,"Cenozoic 5","Middle Miocene",Fleming,
19628,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,1603,1942,"Post Ranch","United States",Arizona,31.966667,-110.3,32.11,-109.70,Piacenzian,"Cenozoic 6",Pliocene,"St. David",
19753,Fossilworks,"J. Alroy",,,Urodela,,Siren,,sp.,,,,,2621,1987,"APAC Shell Pit","United States",Florida,27.366667,-82.45,27.44,-81.83,,"Cenozoic 6",Pliocene,Tamiami,"Pinecrest Beds"
19764,Fossilworks,"J. Alroy",,,Urodela,,Siren,cf.,lacertina,,,,,2621,1987,"St. Petersburg Times Site","United States",Florida,27.783333,-82.683333,27.85,-82.06,,"Cenozoic 6",Pliocene,Tamiami,"Pinecrest Beds"
19954,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3507,1987,"Big Springs Gravel Pit","United States",Nebraska,42.378333,-98.234444,42.49,-97.57,Gelasian,"Cenozoic 6",Pleistocene,"Long Pine",
20137,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3081,1969,Adams,"United States",Kansas,37.477,-100.4952,37.52,-100.28,,"Cenozoic 6",Pleistocene,Kingsdown,lower
20167,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,cf.,tigrinum,,,,,3081,1969,"Butler Spring (UM K3-59)","United States",Kansas,37.447,-100.4771,37.49,-100.26,,"Cenozoic 6",Pleistocene,Kingsdown,upper
20302,Fossilworks,"J. Alroy",,,Urodela,,Salamandra,,opaca,,Ambystoma,,opacum,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Gyrinophilus,cf.,porphyriticus,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Cryptobranchus,"n. sp.",guildayi,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,cf.,viridescens,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,maculatum,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20302,Fossilworks,"J. Alroy",,,Urodela,,Plethodon,,gultinosus,,,,,39868,1913,"Cumberland Cave","United States",Maryland,39.6,-78.7,39.62,-78.48,,"Cenozoic 6",Pleistocene,,
20318,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,1302,1962,"Easley Ranch","United States",Texas,34.0,-99.8,34.04,-99.59,,"Cenozoic 6",Pleistocene,"Good Creek",
20332,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3099,1966,"Flohr Gravel Pit","United States",Kansas,38.3,-97.6,38.34,-97.39,,"Cenozoic 6",Pleistocene,McPherson,
20337,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,sp.,,,,,3634,1991,"Fyllan Cave","United States",Texas,30.3,-97.7,30.34,-97.49,,"Cenozoic 6",Pleistocene,,
20337,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3634,1991,"Fyllan Cave","United States",Texas,30.3,-97.7,30.34,-97.49,,"Cenozoic 6",Pleistocene,,
20352,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,maculatum,,,,,1462,1984,"Hall Ash","United States",Kansas,39.8,-98.1,39.84,-97.88,,"Cenozoic 6",Pleistocene,Sappa,
20352,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,1462,1984,"Hall Ash","United States",Kansas,39.8,-98.1,39.84,-97.88,,"Cenozoic 6",Pleistocene,Sappa,
20355,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff I","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20356,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-16","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20357,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-10","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20358,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff CG","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20359,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff CT1","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20360,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,alamosensis,,Ambystoma,,sp.,2939,1985,"Hansen Bluff CT2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20360,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff CT2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20361,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,"n. sp.",alamosensis,,Ambystoma,,sp.,2939,1985,"Hansen Bluff CT3","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20361,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff CT3","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20362,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff D-6","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20363,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff D-9","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20367,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff FT","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20368,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff HA3","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20369,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff PP2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20370,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff TS","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
20389,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2435,1973,Java,"United States","South Dakota",45.433333,-99.866667,45.47,-99.64,,"Cenozoic 6",Pleistocene,,
20400,Fossilworks,"J. Alroy",,,Urodela,,Siren,,sp.,,,,,1960,1989,"Leisey Shell Pit 1A","United States",Florida,27.700000,-82.5,27.72,-82.29,,"Cenozoic 6",Pleistocene,Bermont,
20427,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,1463,1981,"Nash (UM-K1-72)","United States",Kansas,37.2,-100.3,37.24,-100.09,,"Cenozoic 6",Pleistocene,"Crooked Creek",
20431,Fossilworks,"J. Alroy",,,Urodela,,Taricha,,sp.,,,,,19234,1973,"Oak Knoll Naval Hospital","United States",California,37.750000,-122.133333,37.69,-121.82,,"Cenozoic 6",Pleistocene,"San Antonio",
20440,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,sp.,,,,,2050,1996,"Oldsmar Pit 1 (Pleistocene)","United States",Florida,27.8,-82.8,28.08,-79.96,,"Cenozoic 6",Pleistocene,"Fort Thompson",
20440,Fossilworks,"J. Alroy",,,Urodela,,Siren,,sp.,,,,,2050,1996,"Oldsmar Pit 1 (Pleistocene)","United States",Florida,27.8,-82.8,28.08,-79.96,,"Cenozoic 6",Pleistocene,"Fort Thompson",
20444,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,cf.,tigrinum,,,,,1298,1999,"Papago Springs Cave (Section 1 Unit 3)","United States",Arizona,31.7,-110.8,31.75,-110.60,,"Cenozoic 6",Pleistocene,,
20446,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,cf.,tigrinum,,,,,1298,1999,"Papago Springs Cave (Section 1 Unit 5)","United States",Arizona,31.7,-110.8,31.75,-110.60,,"Cenozoic 6",Pleistocene,,
20447,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,cf.,tigrinum,,,,,1298,1999,"Papago Springs Cave (Section 1 Unit 6)","United States",Arizona,31.7,-110.8,31.75,-110.60,,"Cenozoic 6",Pleistocene,,
20491,Fossilworks,"J. Alroy",,,Urodela,,Siren,,lacertina,,,,,3580,1984,"Reddick IA","United States",Florida,29.1,-82.3,29.28,-80.63,,"Cenozoic 6",Pleistocene,,
20491,Fossilworks,"J. Alroy",,,Urodela,,Pseudobranchus,,robustus,,,,,3580,1984,"Reddick IA","United States",Florida,29.1,-82.3,29.28,-80.63,,"Cenozoic 6",Pleistocene,,
20516,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3099,1966,"Sandahl Gravel Pit","United States",Kansas,38.3,-97.6,38.34,-97.39,,"Cenozoic 6",Pleistocene,McPherson,
20530,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,1304,1967,"Slaton Quarry","United States",Texas,33.7,-101.9,33.74,-101.69,,"Cenozoic 6",Pleistocene,,
20573,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,3580,1984,"Arredondo IIA","United States",Florida,29.600000,-82.416667,29.60,-82.42,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,viridescens,,,,,3580,1984,"Arredondo IIA","United States",Florida,29.600000,-82.416667,29.60,-82.42,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,,Urodela,,Siren,,lacertina,,,,,3580,1984,"Arredondo IIA","United States",Florida,29.600000,-82.416667,29.60,-82.42,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,,Urodela,,Necturus,,sp.,,,,,3580,1984,"Arredondo IIA","United States",Florida,29.600000,-82.416667,29.60,-82.42,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
20573,Fossilworks,"J. Alroy",,,Urodela,,Pseudobranchus,cf.,robustus,,,,,3580,1984,"Arredondo IIA","United States",Florida,29.600000,-82.416667,29.60,-82.42,,"Cenozoic 6",Pleistocene,Wicomico,Arredondo
20593,Fossilworks,"J. Alroy",,,Urodela,,Pseudobranchus,"n. sp.",robustus,,,,,3567,1974,"Haile VIIA","United States",Florida,29.8,-82.1,29.82,-81.89,,"Cenozoic 6",Pleistocene,,
20593,Fossilworks,"J. Alroy",,,Urodela,,Siren,,lacertina,,,,,3567,1974,"Haile VIIA","United States",Florida,29.8,-82.1,29.82,-81.89,,"Cenozoic 6",Pleistocene,,
20604,Fossilworks,"J. Alroy",,,Urodela,,Notophthalmus,,viridescens,,,,,1962,1998,"Isle of Hope","United States",Georgia,31.983333,-81.066667,31.98,-81.07,,"Cenozoic 6",Pleistocene,,
20604,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,cf.,maculatum,,,,,1962,1998,"Isle of Hope","United States",Georgia,31.983333,-81.066667,31.98,-81.07,,"Cenozoic 6",Pleistocene,,
20604,Fossilworks,"J. Alroy",,,Urodela,,Amphiuma,,sp.,,Amphiuma,,means,1962,1998,"Isle of Hope","United States",Georgia,31.983333,-81.066667,31.98,-81.07,,"Cenozoic 6",Pleistocene,,
20604,Fossilworks,"J. Alroy",,,Urodela,,Siren,cf.,intermedia,,,,,1962,1998,"Isle of Hope","United States",Georgia,31.983333,-81.066667,31.98,-81.07,,"Cenozoic 6",Pleistocene,,
20605,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,1907,1960,Jinglebob,"United States",Kansas,37.2,-100.3,37.24,-100.09,,"Cenozoic 6",Pleistocene,Kingsdown,
20638,Fossilworks,"J. Alroy",,,Urodela,,Plethodon,,glutinosus,,,,,3567,1974,"Sabertooth Cave","United States",Florida,28.8,-82.2,28.82,-81.99,,"Cenozoic 6",Pleistocene,,
20639,Fossilworks,"J. Alroy",,,Urodela,,Taricha,,sp.,,,,,2018,1991,"San Pedro Lumber Yard [San Pedro Sand]","United States",California,34,-118,35.81,-102.25,,"Cenozoic 6",Pleistocene,"San Pedro Sand",
20650,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,3567,1974,"Williston IIIA","United States",Florida,29.4,-82.6,29.42,-82.39,,"Cenozoic 6",Pleistocene,,
20650,Fossilworks,"J. Alroy",,,Urodela,,Plethodon,,glutinosus,,,,,3567,1974,"Williston IIIA","United States",Florida,29.4,-82.6,29.42,-82.39,,"Cenozoic 6",Pleistocene,,
22634,ETE,"A. Behrensmeyer",,,,"n. gen.",Ramonellus,"n. sp.",longispinus,,,,,13344,1964,"Amphibian Hill",Israel,Negev,30.538889,34.726667,6.80,29.78,,,,Hatira,
22645,ETE,"A. Behrensmeyer",,,,"n. gen.",Hylaeobatrachus,"n. sp.",croyii,,,,,52560,1878,"Sainte-Barbe coal mine, Bernissart",Belgium,Sauerland,50.466667,3.633333,40.68,13.68,,,,"Sainte-Barbe Clays",
22695,ETE,"A. Behrensmeyer",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Francois Site, RTMP BB 106",Canada,Alberta,50.754801,-111.398721,58.05,-75.94,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22695,ETE,"A. Behrensmeyer",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Francois Site, RTMP BB 106",Canada,Alberta,50.754801,-111.398721,58.05,-75.94,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22696,ETE,"A. Behrensmeyer",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Peter's Site, RTMP BB 94",Canada,Alberta,50.7813031,-111.32555,58.05,-75.84,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22696,ETE,"A. Behrensmeyer",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Peter's Site, RTMP BB 94",Canada,Alberta,50.7813031,-111.32555,58.05,-75.84,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22697,ETE,"A. Behrensmeyer",,,Urodela,,Scapherpeton,,tectum,,,,,16643,1986,"Steveville Railway Grade, RTMP BB 102",Canada,Alberta,50.809347,-111.631664,58.15,-76.16,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22697,ETE,"A. Behrensmeyer",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,16643,1986,"Steveville Railway Grade, RTMP BB 102",Canada,Alberta,50.809347,-111.631664,58.15,-76.16,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22698,ETE,"A. Behrensmeyer",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"RTMP BB 104",Canada,Alberta,50.74994,-111.514913,58.07,-76.07,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
22698,ETE,"A. Behrensmeyer",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"RTMP BB 104",Canada,Alberta,50.74994,-111.514913,58.07,-76.07,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
23549,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Nezpercius,"n. sp.",dodsoni,,,,,6734,2001,"Missouri Breaks (UC-913)","United States",Montana,47.733333,-108.95,54.66,-75.10,Campanian,"Cretaceous 7",Campanian,"Judith River",
23551,Fossilworks,"J. Alroy",,,Urodela,,Nezpercius,,dodsoni,,,,,6734,2001,"Missouri Breaks (UC-8303)","United States",Montana,47.716667,-108.9,54.63,-75.06,Campanian,"Cretaceous 7",Campanian,"Judith River",
27418,Fossilworks,"J. Alroy",,,Urodela,,Andrias,,matthewi,,,,,7566,1966,"17 Miles East of Agate","United States",Nebraska,42.066667,-103.083333,42.79,-99.21,Burdigalian,"Cenozoic 5","Lower Miocene",Runningwater,
27481,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,minshalli,,,,,733,1988,"South-southwest of Franklin","United States",Nebraska,40.528,-98.9606,41.06,-95.73,,"Cenozoic 5","Middle Miocene",,
27507,Fossilworks,"J. Alroy",,,Urodela,cf.,Ambystoma,,priscum,,,,,7572,1996,"Glad Tidings","United States",Nebraska,42.600000,-97.65,43.11,-94.35,,"Cenozoic 5","Middle Miocene",,
27507,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,sp.,,,,,7572,1996,"Glad Tidings","United States",Nebraska,42.600000,-97.65,43.11,-94.35,,"Cenozoic 5","Middle Miocene",,
27507,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,minshalli,,,,,7572,1996,"Glad Tidings","United States",Nebraska,42.600000,-97.65,43.11,-94.35,,"Cenozoic 5","Middle Miocene",,
27572,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,maculatum,,,,,777,1984,"Hornet's Nest Quarry","United States",Nebraska,42.609444,-97.876389,42.72,-97.21,,"Cenozoic 6",,,
27572,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,777,1984,"Hornet's Nest Quarry","United States",Nebraska,42.609444,-97.876389,42.72,-97.21,,"Cenozoic 6",,,
27604,Fossilworks,"J. Alroy",,,Prosirenidae,,Prosiren,,elinorae,,,,,7600,1990,"Huggins #1","United States",Texas,32.003333,-98.253333,29.63,-58.23,Albian,"Cretaceous 4",Albian,Paluxy,
27606,Fossilworks,"J. Alroy",,,Prosirenidae,,Prosiren,,elinorae,,,,,7600,1990,"Huggins #2","United States",Texas,32.003333,-98.27,29.63,-58.25,Albian,"Cretaceous 4",Albian,Paluxy,
27632,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff HA1","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27637,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff HAFF","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27639,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff HA5","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27666,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff A-10","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27667,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff A-8","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27669,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff D-19","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27672,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff D-8","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27673,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff D-7","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27677,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff B-13","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27680,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff B-5","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27681,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff B-4","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27682,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff B-3","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27682,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,alamosensis,,Ambystoma,,sp.,2939,1985,"Hansen Bluff B-3","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27683,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff B-2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27687,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff E-9","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27689,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff E-5","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27691,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff E-2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27692,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff E-1","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
